School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location
BINGHAMTON CITY SCHOOL DISTRICT,WOODROW WILSON SCHOOL,Broome,Public School,19,No,17,0,0,0,Yes,03/11/2016,17,2,Yes,Yes,03/14/2016,http://www.binghamtonschools.org/WaterTesting.aspx,030200010014,166 HALSTEAD AVENUE,BINGHAMTON,NY,13905,12/20/2016,12/20/2016,"(42.122015, -75.933191)","166 HALSTEAD AVENUE
BINGHAMTON, NY 13905
(42.099420688000066, -75.92368268999996)"
FULTON CITY SCHOOLS,FULTON J H S,Oswego,Public School,136,No,14,0,0,136,Yes,10/07/2016,89,31,Yes,Yes,01/05/2017,http://www.fultoncsd.org/districtpage.cfm?pageid=1448,460500010006,129 CURTIS ST,FULTON,NY,13069,11/07/2016,01/05/2017,"(43.39123, -76.31133)","129 CURTIS ST
FULTON, NY 13069
(43.30162854800005, -76.41752734599999)"
BUFFALO CITY SCHOOLS,PS 212 LEONARDO DA VINCI HIGH SCHOOL,Erie,Public School,42,No,0,0,0,42,Yes,10/27/2016,41,1,Yes,Yes,11/04/2016,http://www.buffaloschools.org,140600010128,320 PORTER AVE,BUFFALO,NY,14201,01/20/2017,01/20/2017,"(42.888143, -78.795544)","320 PORTER AVE
BUFFALO, NY 14201
(42.902193983000075, -78.89056931099998)"
AVOCA CENTRAL SCHOOL,AVOCA CENTRAL SCHOOL,Steuben,Public School,73,No,13,0,0,60,Yes,10/17/2016,73,2,Yes,Yes,10/17/2016,,570201040002,17 OLIVER ST #29,AVOCA,NY,14809,11/10/2016,11/10/2016,"(42.270053, -77.324618)","17 OLIVER ST
AVOCA, NY 14809
(42.41184029100003, -77.41694337399997)"
BELLMORE UNION FREE SCHOOL,WINTHROP AVENUE SCHOOL,Nassau,Public School,20,No,20,0,0,0,Yes,03/24/2016,20,0,Yes,Yes,09/21/2016,http://www.bellmoreschools.org,280207020003,580 WINTHROP AVE,BELLMORE,NY,11710,10/31/2016,10/31/2016,"(40.715749, -73.601185)","580 WINTHROP AVE
BELLMORE, NY 11710
(40.664970604000075, -73.52488375899998)"
ELMIRA CITY SCHOOL DISTRICT,ELMIRA HIGH SCHOOL,Chemung,Public School,194,No,0,0,0,194,Yes,10/25/2016,194,14,Yes,Yes,12/26/2016,http://elmiracityschools.com,070600010020,777 S MAIN ST,ELMIRA,NY,14904,12/16/2016,12/28/2016,"(42.116644, -76.812331)","777 S MAIN ST
ELMIRA, NY 14904
(42.068666370000074, -76.79791093199998)"
EAST RAMAPO CENTRAL SCHOOL,HEMPSTEAD ELEM SCHOOL,Rockland,Public School,79,No,0,50,0,6,Yes,11/09/2016,50,26,Yes,Yes,11/09/2016,http://www.ercsd.org,500402060003,80 BRICK CHURCH,SPRING VALLEY,NY,10977,12/02/2016,12/03/2016,"(41.127287, -74.017033)","80 BRICK CHURCH SPRING VALLEY
NY 10977
(41.14276877100008, -74.05312217699998)"
ARLINGTON CENTRAL SCHOOL DISTRICT,ARLINGTON HS,Dutchess,Public School,577,No,0,0,0,577,Yes,10/12/2016,322,255,Yes,Yes,11/28/2016,http://arlingtonschools.org,131601060008,1157 RT 55,LAGRANGEVILLE,NY,12540,12/02/2016,12/02/2016,"(41.686216, -73.840468)","1157 RT
LAGRANGEVILLE, NY 12540
(41.67140795200004, -73.79791076099997)"
BAY SHORE UNION FREE SCHOOL,BROOK AVENUE ELEM SCHOOL,Suffolk,Public School,33,No,30,0,0,0,Yes,06/16/2016,30,3,Yes,Yes,09/21/2016,http://www.bayshoreschools.org/files/filesystem/Lead%20in%20Water%20Sampling%20Test%20Results%20Web.pdf,580501030001,45 BROOK AVE,BAY SHORE,NY,11706,11/03/2016,11/03/2016,"(40.820237, -73.119032)","45 BROOK AVE BAY SHORE
NY 11706
(40.73291577300006, -73.24626044399997)"
CHATHAM CENTRAL SCHOOL DISTRICT,CHATHAM MS,Columbia,Public School,132,No,61,0,0,0,Yes,06/08/2016,76,56,Yes,Yes,06/08/2016,,101001040006,50 WOODBRIDGE AVE,CHATHAM,NY,12037,11/16/2016,11/16/2016,"(42.276913, -73.682168)","50 WOODBRIDGE AVE
CHATHAM, NY 12037
(42.35899418200006, -73.60329422499996)"
DOBBS FERRY UNION FREE SCHOOL,SPRINGHURST PRIMARY SCHOOL,Westchester,Public School,161,No,44,0,0,117,Yes,09/24/2016,154,7,Yes,Yes,11/01/2016,http://www.dfsd.org,660403030001,WALGROVE AVE,DOBBS FERRY,NY,10522,11/02/2016,11/02/2016,"(41.039278, -73.805386)","WALGROVE AVE DOBBS FERRY, NY 10522
(41.01476422400003, -73.87097224099995)"
EAST HAMPTON UNION FREE SCHOOL,EAST HAMPTON H S,Suffolk,Public School,292,No,0,0,0,292,Yes,10/29/2016,,,No,No,,http://EHUFSD.ORG,580301020002,2 LONG LN,EAST HAMPTON,NY,11937,11/16/2016,,"(40.820237, -73.119032)","2 LONG LN EAST
HAMPTON, NY 11937
(40.96785009100006, -72.19915518999994)"
CHENANGO FORKS CENTRAL SCHOOL DISTRICT,CHENANGO FORKS MIDDLE SCHOOL,Broome,Public School,43,No,0,0,0,43,Yes,10/20/2016,35,8,Yes,Yes,12/11/2016,http://www.cforks.org,030101060002,1 GORDON DR,BINGHAMTON,NY,13901,12/19/2016,12/19/2016,"(42.122015, -75.933191)","1 GORDON DR
BINGHAMTON, NY 13901
(42.192467031000035, -75.85309316499996)"
FARMINGDALE UNION FREE SCHOOL,ALBANY AVENUE ELEM SCHOOL,Nassau,Public School,67,No,63,0,0,0,Yes,07/15/2016,63,4,Yes,Yes,07/15/2016,http://www.farmingdaleschools.org,280522030001,101 ALBANY AVE,MASSAPEQUA,NY,11758,12/13/2016,12/13/2016,"(40.715749, -73.601185)","101 ALBANY AVE
MASSAPEQUA, NY 11758
(40.70767563900006, -73.46091073199995)"
EDWARDS-KNOX CENTRAL SCHOOL,EDWARDS-KNOX ES,Saint Lawrence,Public School,90,No,0,0,0,90,Yes,09/20/2016,75,15,Yes,Yes,10/25/2016,http://www.ekcsk12.org/,513102040001,EDWARDS-KNOX ES,RUSSELL,NY,13684,11/14/2016,11/14/2016,"(44.689468, -75.242045)","EDWARDS-KNOX ES RUSSELL, NY 13684
(44.430160648000026, -75.14594334399999)"
BRIARCLIFF MANOR U F S,TODD ELEM SCHOOL,Westchester,Public School,,No,,,,,No,,,,No,No,,,661402020001,45 INGHAM RD,BRIARCLIFF MANOR,NY,10510,,,"(41.039278, -73.805386)","45 INGHAM RD BRIARCLIFF MANOR
NY 10510
(41.14609072700006, -73.81915902299994)"
CENTER MORICHES U F SCH,CLAYTON HUEY ELEMENTARY SCHOOL,Suffolk,Public School,88,No,55,0,0,30,Yes,09/27/2016,87,1,Yes,Yes,10/03/2016,http://www.cmschools.org/district/page/update-regarding-lead-drinking-water/11243,580233020003,511 MAIN ST,CTR MORICHES,NY,11934,11/11/2016,11/11/2016,"(40.820237, -73.119032)","511 MAIN ST CTR
MORICHES, NY 11934
(40.800499355000056, -72.79792696099997)"
ADDISON CENTRAL SCHOOL,VALLEY ELEM SCHOOL,Steuben,Public School,25,No,0,0,0,25,Yes,10/01/2016,0,0,Yes,No,,http://www.addisoncsd.org,570101040003,6786 CT. RT. 119,CAMERON MILLS,NY,14820,11/15/2016,11/15/2016,"(42.270053, -77.324618)","6786 CT RT 119 CAMERON MILLS
NY 14820
(42.21481631800003, -77.37025340699995)"
DUNKIRK CITY SCHOOL DISTRICT,SCHOOL  7,Chautauqua,Public School,29,No,0,0,0,29,Yes,09/28/2016,28,1,Yes,Yes,10/07/2016,http://www.dunkirkcsd.org,060800010007,348 LAKE SHORE DR E,DUNKIRK,NY,14048,11/02/2016,11/04/2016,"(42.246904, -79.315313)","348 LAKE SHORE DR E
DUNKIRK, NY 14048
(42.493584799000075, -79.31654033499996)"
GENEVA CITY SCHOOLS,WEST ST ELEMENTARY,Ontario,Public School,105,No,0,0,0,105,Yes,09/24/2016,91,14,Yes,Yes,10/12/2016,http://www.genevacsd.org,430700010001,WEST ST,GENEVA,NY,14456,11/10/2016,11/10/2016,"(42.894571, -77.252045)","WEST ST GENEVA, NY 14456
(42.869544982000036, -76.98629262699995)"
BYRON BERGEN CENTRAL SCHOOL,BYRON BERGEN J S H S,Genesee,Public School,37,No,33,0,0,0,Yes,08/19/2016,33,4,Yes,Yes,09/02/2016,http://www.bbschools.org/files/_UUCy2_/809fbc41afd989753745a49013852ec4/Water_Testing_Ltr._9-14-16.jpg,180701040001,6917 West Bergen Road,BERGEN,NY,14416,11/07/2016,11/07/2016,"(43.000121, -78.172679)","6917 West Bergen Road
BERGEN, NY 14416
(43.07799060000008, -78.00506353099996)"
GILBERTVILLE-MT UPTON CSD,GILBERTSVILLE-MOUNT UPTON ELEMENTARY SCHOOL,Otsego,Public School,53,No,0,0,0,53,Yes,09/22/2016,38,13,Yes,Yes,11/08/2016,http://gmucsd.org,470202040002,693 STATE HIGHWAY 51,GILBERTSVILLE,NY,13776,11/03/2016,11/09/2016,"(42.564852, -75.060334)","693 STATE HIGHWAY
GILBERTSVILLE, NY 13776
(42.49267322700007, -75.30131833699994)"
BOCES No District Name,OTSEGO-NORTHERN-CATSKILL BOCES,Greene,BOCES School,85,No,0,0,0,85,Yes,09/26/2016,84,5,Yes,Yes,12/28/2016,http://oncboces.org,199000000000,2020 Jump Brook Rd,Grand Gorge,NY,12434,11/09/2016,01/10/2017,"(42.298326, -73.973376)","2020 Jump Brook Rd
Grand Gorge, NY 12434
(42.344210548000035, -74.46169282899996)"
ARLINGTON CENTRAL SCHOOL DISTRICT,UNION VALE MIDDLE SCHOOL,Dutchess,Public School,195,No,0,0,0,195,Yes,10/06/2016,150,45,Yes,Yes,11/09/2016,http://Arlingtonschools.org,131601060015,1657 E NOXON RD,LAGRANGEVILLE,NY,12540,11/15/2016,11/15/2016,"(41.686216, -73.840468)","1657 E NOXON RD
LAGRANGEVILLE, NY 12540
(41.65075969000003, -73.73615460699995)"
GREECE CENTRAL SCHOOL,BUCKMAN HEIGHTS SCHOOL,Monroe,Public School,74,No,72,0,0,0,Yes,06/22/2016,73,1,Yes,Yes,11/09/2016,http://www.greececsd.org/index.cfm,260501060012,550 BUCKMAN RD,ROCHESTER,NY,14615,10/20/2016,12/15/2016,"(43.161748, -77.620143)","550 BUCKMAN RD
ROCHESTER, NY 14615
(43.21602126200003, -77.67075349399994)"
CORNWALL CENTRAL SCHOOL DISTRICT,WILLOW AVENUE SCHOOL,Orange,Public School,32,No,0,0,0,32,Yes,09/27/2016,28,4,Yes,Yes,10/31/2016,http://www.cornwallschools.com,440301060001,67 WILLOW AVE,CORNWALL,NY,12518,11/02/2016,11/02/2016,"(41.422459, -74.241929)","67 WILLOW AVE
CORNWALL, NY 12518
(41.439204732000064, -74.03716365499997)"
FARMINGDALE UNION FREE SCHOOL,SALTZMAN EAST MEMORIAL ELEM SCHOOL,Nassau,Public School,38,No,35,0,0,0,Yes,07/15/2016,35,3,Yes,Yes,07/15/2016,http://www.farmingdaleschools.org,280522030002,25 MILL LANE,FARMINGDALE,NY,11735,12/13/2016,12/13/2016,"(40.715749, -73.601185)","25 MILL LANE
FARMINGDALE, NY 11735
(40.716950825000026, -73.43105071799994)"
ARLINGTON CENTRAL SCHOOL DISTRICT,JOSEPH D'AQUANNI WEST RD INTERMEDIATE SCHOOL,Dutchess,Public School,96,No,0,0,0,96,Yes,09/21/2016,70,26,Yes,Yes,10/21/2016,http://www.arlingtonschools.org,131601060010,181 WEST RD,PLEASANT VALLEY,NY,12569,10/31/2016,10/31/2016,"(41.686216, -73.840468)","181 WEST RD PLEASANT VALLEY
NY 12569
(41.749293813000065, -73.84217569099997)"
CALEDONIA MUMFORD CENT SCH,CALEDONIA MUMFORD MIDDLE SCHOOL,Livingston,Public School,65,No,40,0,0,14,Yes,10/29/2016,43,22,Yes,Yes,11/22/2016,http://cal-mum.org,240201040003,99 North St,Caledonia,NY,14423,11/25/2016,11/25/2016,"(42.763754, -77.765392)","99 North St
Caledonia, NY 14423
(42.98265227300004, -77.85669691599998)"
AVON CENTRAL SCHOOL DISTRICT,AVON MIDDLE SCHOOL,Livingston,Public School,9,No,9,0,0,0,Yes,06/24/2016,16,0,Yes,Yes,11/17/2016,http://www.avoncsd.org/news.cfm?story=162481,240101040003,191 CLINTON ST,AVON,NY,14414,11/04/2016,01/26/2017,"(42.763754, -77.765392)","191 CLINTON ST
AVON, NY 14414
(42.90804513000006, -77.73980098299995)"
BELLMORE-MERRICK CENT SCH,JOHN F KENNEDY S H S,Nassau,Public School,45,No,44,0,0,0,Yes,06/22/2016,44,1,Yes,Yes,09/21/2016,http://Bellmore-Merrick.k12.ny.us,280253070007,3000 BELLMORE AVE,BELLMORE,NY,11710,11/09/2016,11/09/2016,"(40.715749, -73.601185)","3000 BELLMORE AVE
BELLMORE, NY 11710
(40.648786692000044, -73.52189097099995)"
ELMIRA CITY SCHOOL DISTRICT,PINE CITY SCHOOL,Chemung,Public School,87,No,0,0,0,87,Yes,09/21/2016,87,0,Yes,Yes,11/21/2016,http://elmiracityschools.com,070600010014,1551 PENNSYLVANNIA AVR,PINE CITY,NY,14871,12/16/2016,12/02/2016,"(42.116644, -76.812331)","1551 PENNSYLVANNIA AVR PINE
CITY, NY 14871
(42.03620119500005, -76.87142392599998)"
CHAPPAQUA CENTRAL SCHOOL,WESTORCHARD SCHOOL,Westchester,Public School,110,No,0,0,0,110,Yes,09/23/2016,106,4,Yes,Yes,10/03/2016,http://www.ccsd.ws/files/filesystem/ChappaquaExceedanceTables.pdf,661004060005,25 GRANITE RD,CHAPPAQUA,NY,10514,11/02/2016,11/02/2016,"(41.039278, -73.805386)","25 GRANITE RD
CHAPPAQUA, NY 10514
(41.19104763300004, -73.78984500799999)"
EAST MORICHES U F SCH,EAST MORICHES ELEMENTARY SCHOOL,Suffolk,Public School,12,No,0,0,0,12,Yes,09/14/2016,10,2,Yes,Yes,10/28/2016,http://www.emoschools.org,580234020002,523 MONTAUK HIGHWAY,EAST MORICHES,NY,11940,11/01/2016,11/01/2016,"(40.820237, -73.119032)","523 MONTAUK HIGHWAY EAST
MORICHES, NY 11940
(40.80358387500007, -72.76379051499998)"
BEDFORD CENTRAL SCHOOL,WEST PATENT ELEM SCHOOL,Westchester,Public School,126,No,89,25,0,126,Yes,11/04/2016,80,46,Yes,Yes,11/04/2016,,660102060007,80 WEST PATENT RD,BEDFORD HILLS,NY,10507,01/03/2017,11/07/2016,"(41.039278, -73.805386)","80 WEST PATENT RD BEDFORD HILLS
NY 10507
(41.218503929000065, -73.70077080899995)"
COPIAGUE UNION FREE SCHOOL,GREAT NECK ROAD ELEM SCHOOL,Suffolk,Public School,51,No,48,0,0,0,Yes,04/25/2016,48,3,Yes,Yes,07/27/2016,http://www.copiague.k12.ny.us,580105030002,1400 GREAT NECK RD,COPIAGUE,NY,11726,11/08/2016,11/08/2016,"(40.820237, -73.119032)","1400 GREAT NECK RD
COPIAGUE, NY 11726
(40.67753706900004, -73.39830075799995)"
FORT EDWARD UNION FREE SCHOOL,FORT EDWARD SCHOOL,Washington,Public School,169,No,0,0,0,169,Yes,09/28/2016,109,60,Yes,Yes,11/10/2016,http://www.fortedward.org,640601020001,220 BROADWAY,FORT EDWARD,NY,12828,11/21/2016,11/21/2016,"(43.289513, -73.454761)","220 BROADWAY FORT
EDWARD, NY 12828
(43.272831017000044, -73.58662298399997)"
FAIRPORT CENTRAL SCHOOL,MINERVA DELAND SCHOOL,Monroe,Public School,70,No,54,0,0,0,Yes,04/09/2016,54,16,Yes,Yes,05/09/2016,http://www.fairport.org/departments.cfm?subpage=44359,261301060007,140 HULBURT RD,FAIRPORT,NY,14450,10/20/2016,10/20/2016,"(43.161748, -77.620143)","140 HULBURT RD
FAIRPORT, NY 14450
(43.091987483000025, -77.45008046799995)"
BURNT HILLS BALLSTON LAKE CENT,O'ROURKE MIDDLE SCHOOL,Saratoga,Public School,149,No,0,0,0,149,Yes,10/10/2016,116,29,Yes,Yes,10/27/2016,http://www.bhbl.org,520101060005,173 LAKEHILL RD,BURNT HILLS,NY,12027,10/25/2016,11/03/2016,"(43.00894, -73.786779)","173 LAKEHILL RD BURNT HILLS
NY 12027
(42.90869216500005, -73.90847474499998)"
CORNING PAINTED POST AREA SCHOOL DISTRICT,WINFIELD STREET ES,Steuben,Public School,59,No,0,0,0,59,Yes,10/13/2016,51,8,Yes,Yes,11/30/2016,http://www.corningareaschools.com,571000010013,194 WINFIELD ST,CORNING,NY,14830,12/05/2016,12/05/2016,"(42.270053, -77.324618)","194 WINFIELD ST
CORNING, NY 14830
(42.161483056000066, -77.06844263899995)"
FARMINGDALE UNION FREE SCHOOL,HOWITT J H S,Nassau,Public School,47,No,44,0,0,0,Yes,07/15/2016,44,3,Yes,Yes,07/15/2016,http://www.farmingdaleschools.org,280522030008,70 VAN COTT AVE,FARMINGDALE,NY,11735,12/13/2016,12/13/2016,"(40.715749, -73.601185)","70 VAN COTT AVE
FARMINGDALE, NY 11735
(40.73144788400003, -73.43953234099996)"
CONNETQUOT CENT SCH OF ISLIP,CONNETQUOT H S,Suffolk,Public School,51,No,48,0,0,0,Yes,06/30/2016,48,3,Yes,Yes,09/21/2016,http://www.ccsdli.org/departments/plant_and_facilities,580507060006,SEVENTH ST,BOHEMIA,NY,11716,11/10/2016,11/10/2016,"(40.820237, -73.119032)","SEVENTH ST BOHEMIA, NY 11716
(40.77761407300005, -73.10307122899997)"
GALWAY CENTRAL SCHOOL,GALWAY JSHS,Saratoga,Public School,153,No,0,0,0,153,Yes,09/29/2016,81,72,Yes,Yes,10/24/2016,http://www.galwaycsd.org/news.cfm?story=177824&school=0,520701040002,5317 Sacandaga Rd,GALWAY,NY,12074,12/20/2016,12/20/2016,"(43.00894, -73.786779)","5317 Sacandaga Rd
GALWAY, NY 12074
(43.022682899000074, -74.03217590199995)"
CLARKSTOWN CENTRAL SCHOOL,CLARKSTOWN SOUTH S H S,Rockland,Public School,363,No,0,156,0,207,Yes,10/30/2016,341,22,Yes,Yes,11/10/2016,http://ccsd.edu,500101060019,31 DEMAREST MILL RD,WEST NYACK,NY,10994,11/10/2016,11/10/2016,"(41.127287, -74.017033)","31 DEMAREST MILL RD WEST
NYACK, NY 10994
(41.106783730000075, -73.97971369799996)"
CAMDEN CENTRAL SCHOOL,ANNSVILLE AREA SCHOOL,Oneida,Public School,57,No,0,0,0,57,Yes,09/16/2016,57,0,Yes,Yes,10/09/2016,http://www.camdenschools.org/district/business_office/public_notices___presentations/water_testing/,410601040004,9374 Main Street,TABERG,NY,13471,12/05/2016,12/05/2016,"(43.149482, -75.361773)","9374 Main Street
TABERG, NY 13471
(43.312335002000054, -75.62719596199997)"
BELLMORE-MERRICK CENT SCH,CALHOUN S H S,Nassau,Public School,25,No,25,0,0,0,Yes,06/23/2016,25,0,Yes,Yes,09/21/2016,http://Bellmore-Merrick.k12.ny.us,280253070005,STATE ST,MERRICK,NY,11566,11/09/2016,11/09/2016,"(40.715749, -73.601185)","STATE ST MERRICK, NY 11566
(40.66157734800004, -73.55328939399999)"
BUFFALO CITY SCHOOLS,PS 17 EARLY CHILDHOOD CENTER,Erie,Public School,74,No,0,0,0,74,Yes,09/23/2016,74,0,Yes,Yes,10/05/2016,http://www.Buffaloschools.org,140600010017,1045 W DELAVAN,BUFFALO,NY,14209,01/20/2017,01/20/2017,"(42.888143, -78.795544)","1045 W DELAVAN
BUFFALO, NY 14209
(42.922222016000035, -78.85988720499995)"
ATTICA CENTRAL SCHOOL,ATTICA S H S,Wyoming,Public School,30,No,28,0,0,2,Yes,11/04/2016,29,1,Yes,No,,http://www.atticacsd.org/files/filesystem/Lead%20in%20Drinking%20Water%20Sampling%20Plan%20April%202016.pdf,670201060001,3338 E MAIN ST,ATTICA,NY,14011,11/04/2016,11/04/2016,"(42.723641, -78.204473)","3338 E MAIN ST
ATTICA, NY 14011
(42.86162871300007, -78.25862633999998)"
CANTON CENTRAL SCHOOL,JM MCKENNEY MIDDLE (4-8) SCHOOL,Saint Lawrence,Public School,54,No,53,0,0,0,Yes,05/25/2016,53,1,Yes,Yes,06/16/2016,https://sites.google.com/a/cantoncentral.org/district/,510201060004,99 STATE ST,CANTON,NY,13617,10/17/2016,10/17/2016,"(44.689468, -75.242045)","99 STATE ST
CANTON, NY 13617
(44.60511833800007, -75.16765793599996)"
FRANKLIN SQ U F S,WASHINGTON STREET SCHOOL,Nassau,Public School,131,No,0,0,0,131,Yes,09/21/2016,128,3,Yes,Yes,09/22/2016,http://www.franklinsquare.k12.ny.us/UserFiles/Servers/Server_3011123/File/Franklin%20Square%20UFSD%20Water%20Testing%202016.pdf,280217020004,760 WASHINGTON ST,FRANKLIN SQUARE,NY,11010,11/11/2016,11/11/2016,"(40.715749, -73.601185)","760 WASHINGTON ST FRANKLIN SQUARE
NY 11010
(40.71162846500005, -73.66808108399994)"
BAYPORT BLUE PT U F SCH,BLUE POINT ELEM SCHOOL,Suffolk,Public School,46,No,0,0,0,46,Yes,09/22/2016,46,0,Yes,Yes,09/27/2016,http://www.bbpschools.org/NewsAssets/39420/Lead_Testing_101316.pdf,580505020002,212 BLUE POINT AVE,BLUE POINT,NY,11715,10/17/2016,11/12/2016,"(40.820237, -73.119032)","212 BLUE POINT AVE BLUE POINT
NY 11715
(40.75027872900006, -73.03701334099998)"
AMHERST CENTRAL SCHOOL,WINDERMERE BLVD SCHOOL,Erie,Public School,161,No,8,0,0,161,Yes,09/28/2016,161,12,Yes,Yes,11/08/2016,http://www.amherstschools.org,140201060006,291 WINDERMERE BLVD,AMHERST,NY,14226,11/10/2016,11/10/2016,"(42.888143, -78.795544)","291 WINDERMERE BLVD
AMHERST, NY 14226
(42.96515761200004, -78.81954315799999)"
FAYVILL-MANLIUS CENT SCH,FAYETTEVILLE MANLIUS S H S,Onondaga,Public School,302,No,200,0,0,102,Yes,10/28/2016,177,23,Yes,No,,http://www.fmschools.org/departments.cfm?subpage=44992,421001060002,8201 E. SENECA TPK.,MANLIUS,NY,13104,11/04/2016,12/07/2016,"(43.065629, -76.168033)","8201 E SENECA TPK
MANLIUS, NY 13104
(43.00671588200004, -75.96155073999995)"
BOCES No District Name,RENSS-COLUMBIA-GREENE BOCES,Rensselaer,BOCES School,150,No,0,0,0,150,Yes,10/07/2016,135,15,Yes,Yes,12/09/2016,http://www.questar.org,499000000000,10 Empire Blvd.,Castleton,NY,12033,10/12/2016,12/14/2016,"(42.70098, -73.628669)","10 Empire Blvd
Castleton, NY 12033
(42.53000739000004, -73.74960402099998)"
FREDONIA CENTRAL SCHOOL DISTRICT,FREDONIA ES,Chautauqua,Public School,206,No,0,0,0,206,Yes,09/21/2016,171,35,Yes,Yes,10/14/2016,http://www.fredonia.wnyric.org,062201060001,425 E MAIN ST,FREDONIA,NY,14063,12/29/2016,12/29/2016,"(42.246904, -79.315313)","425 E MAIN ST
FREDONIA, NY 14063
(42.44939849700006, -79.31056776199995)"
ELDRED CENTRAL SCHOOL,GEORGE ROSS MACKENZIE ES,Sullivan,Public School,55,No,9,0,0,7,Yes,09/23/2016,44,9,Yes,Yes,11/11/2016,http://www.eldred.k12.ny.us,590801040002,GEORGE ROSS MACKENZIE ES,GLEN SPEY,NY,12737,11/08/2016,01/27/2017,"(41.705166, -74.711705)","GEORGE ROSS MACKENZIE ES GLEN SPEY, NY 12737
(41.51654117700008, -74.81671805799994)"
COMMACK UNION FREE SCHOOL,ROLLING HILLS PRIMARY SCHOOL,Suffolk,Public School,76,No,24,0,0,36,Yes,10/07/2016,69,7,Yes,Yes,10/11/2016,http://www.commackschools.org/default.aspx,580410030018,MCCULLOCH DR,DIX HILLS,NY,11746,11/11/2016,11/11/2016,"(40.820237, -73.119032)","MCCULLOCH DR DIX HILLS, NY 11746
(40.83174819800007, -73.41423080299995)"
FRANKLIN SQ U F S,POLK STREET SCHOOL,Nassau,Public School,70,No,0,0,0,70,Yes,09/20/2016,64,6,Yes,Yes,09/22/2016,http://www.franklinsquare.k12.ny.us/UserFiles/Servers/Server_3011123/File/Franklin%20Square%20UFSD%20Water%20Testing%202016.pdf,280217020003,960 POLK AVE,FRANKLIN SQUARE,NY,11010,11/11/2016,11/11/2016,"(40.715749, -73.601185)","960 POLK AVE FRANKLIN SQUARE
NY 11010
(40.69666679800008, -73.67778926899996)"
CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,CHARLOTTE VALLEY SCHOOL,Delaware,Public School,86,No,0,0,0,86,Yes,11/03/2016,51,35,Yes,Yes,10/31/2016,,120401040001,RT 23,DAVENPORT,NY,13750,01/10/2017,11/14/2016,"(42.242972, -74.997944)","23 DAVENPORT
NY 13750
(42.51748466300006, -74.86047278099994)"
GREECE CENTRAL SCHOOL,OLYMPIA S H S,Monroe,Public School,289,No,251,0,0,1,Yes,06/17/2016,288,1,Yes,Yes,01/17/2017,http://www.greececsd.org/,260501060008,1139 MAIDEN LN,ROCHESTER,NY,14615,10/20/2016,01/20/2017,"(43.161748, -77.620143)","1139 MAIDEN LN
ROCHESTER, NY 14615
(43.223662501000035, -77.67257056099999)"
EAST WILLISTON U F S,THE WHEATLEY SCHOOL,Nassau,Public School,19,No,19,0,0,0,Yes,05/03/2016,19,0,Yes,Yes,09/21/2016,http://www.ewsdonline.org,280402030003,11 BACON RD,OLD WESTBURY,NY,11568,11/07/2016,11/07/2016,"(40.715749, -73.601185)","11 BACON RD
OLD WESTBURY, NY 11568
(40.76166047100003, -73.61720834199997)"
ELMONT UNION FREE SCHOOL,COVERT AVENUE SCHOOL,Nassau,Public School,91,No,0,0,0,91,Yes,09/21/2016,61,30,Yes,Yes,12/08/2016,http://www.elmontschools.org,280216020003,144 COVERT AVE,ELMONT,NY,11003,12/09/2016,12/13/2016,"(40.715749, -73.601185)","144 COVERT AVE
ELMONT, NY 11003
(40.71044980800008, -73.69010472599996)"
BATAVIA CITY SCHOOLS,JACKSON SCHOOL,Genesee,Public School,61,No,58,0,0,3,Yes,08/08/2016,58,3,Yes,Yes,06/04/2016,http://Bataviacsd.org,180300010003,411 SO JACKSON ST,BATAVIA,NY,14020,01/05/2017,11/09/2016,"(43.000121, -78.172679)","411 SO JACKSON ST
BATAVIA, NY 14020
(42.98594152700008, -78.18101424099996)"
FALLSBURGH CENTRAL SCHOOL,BENJAMIN COSOR ELEM SCHOOL,Sullivan,Public School,117,No,98,98,0,19,Yes,09/28/2016,117,2,Yes,Yes,10/11/2016,http://www.fallsburgcsd.net/PublicHealthInformation.aspx,590501060003,15 OLD FALLS RD,FALLSBURGH,NY,12733,11/07/2016,12/08/2016,"(41.705166, -74.711705)","15 OLD FALLS RD
FALLSBURGH, NY 12733
(41.730269114000066, -74.60393866499999)"
ARDSLEY UNION FREE SCHOOL,ARDSLEY MIDDLE SCHOOL,Westchester,Public School,171,No,31,0,0,137,Yes,11/05/2016,,,No,No,,http://ardsleyschools.org,660405030002,700 ASHFORD AVE,ARDSLEY,NY,10502,11/18/2016,,"(41.039278, -73.805386)","700 ASHFORD AVE
ARDSLEY, NY 10502
(41.00437530800008, -73.83587325099995)"
