name	month	Gender	Ethnicity	IEP	satisfactory	mildly.chronic	moderately.chronic	chronic
Lincoln Middle School	1	Male	White	Yes	13	5	3	1
Lincoln Middle School	2	Female	Black	No	99	3	2	0
Lincoln Middle School	2	Female	Black	Yes	11	2	0	0
Lincoln Middle School	2	Female	Hispanic	No	21	0	0	0
Lincoln Middle School	2	Female	Hispanic	Yes	2	1	1	0
Lincoln Middle School	2	Female	Other	No	38	0	1	0
Lincoln Middle School	2	Female	Other	Yes	1	0	0	1
Lincoln Middle School	2	Female	White	No	45	1	2	1
Lincoln Middle School	2	Female	White	Yes	8	1	0	0
Lincoln Middle School	2	Male	Black	No	95	1	1	1
Lincoln Middle School	2	Male	Black	Yes	23	2	2	0
Lincoln Middle School	2	Male	Hispanic	No	27	3	1	0
Lincoln Middle School	2	Male	Hispanic	Yes	15	0	0	0
Lincoln Middle School	2	Male	Other	No	31	1	1	0
Lincoln Middle School	2	Male	Other	Yes	4	0	0	1
Lincoln Middle School	2	Male	White	No	43	1	2	1
Lincoln Middle School	2	Male	White	Yes	14	2	2	2
Lincoln Middle School	3	Female	Black	No	70	20	12	4
Lincoln Middle School	3	Female	Black	Yes	6	2	4	1
Lincoln Middle School	3	Female	Hispanic	No	14	5	1	1
Lincoln Middle School	3	Female	Hispanic	Yes	1	3	0	0
Lincoln Middle School	3	Female	Other	No	31	4	2	1
Lincoln Middle School	3	Female	Other	Yes	1	1	0	0
Lincoln Middle School	3	Female	White	No	33	8	4	4
Lincoln Middle School	3	Female	White	Yes	5	3	1	0
Lincoln Middle School	3	Male	Black	No	69	20	7	2
Lincoln Middle School	3	Male	Black	Yes	10	9	7	0
Lincoln Middle School	3	Male	Hispanic	No	11	13	4	3
Lincoln Middle School	3	Male	Hispanic	Yes	5	5	4	1
Lincoln Middle School	3	Male	Other	No	21	8	4	0
Lincoln Middle School	3	Male	Other	Yes	3	1	0	1
Lincoln Middle School	3	Male	White	No	25	12	4	5
Lincoln Middle School	3	Male	White	Yes	8	5	3	4
Lincoln Middle School	4	Female	Black	No	81	13	6	5
Lincoln Middle School	4	Female	Black	Yes	7	3	3	0
Lincoln Middle School	4	Female	Hispanic	No	12	4	3	2
Lincoln Middle School	4	Female	Hispanic	Yes	3	0	0	1
Lincoln Middle School	4	Female	Other	No	31	5	2	0
Lincoln Middle School	4	Female	Other	Yes	1	0	0	1
Lincoln Middle School	4	Female	White	No	32	14	1	2
Lincoln Middle School	4	Female	White	Yes	6	2	1	0
Lincoln Middle School	4	Male	Black	No	76	16	5	1
Lincoln Middle School	4	Male	Black	Yes	13	4	5	4
Lincoln Middle School	4	Male	Hispanic	No	16	9	3	1
Lincoln Middle School	4	Male	Hispanic	Yes	9	3	3	0
Lincoln Middle School	4	Male	Other	No	23	2	5	1
Lincoln Middle School	4	Male	Other	Yes	4	0	0	1
Lincoln Middle School	4	Male	White	No	27	7	8	1
Lincoln Middle School	4	Male	White	Yes	9	3	4	3
Lincoln Middle School	5	Female	Black	No	74	16	8	5
Lincoln Middle School	5	Female	Black	Yes	8	3	1	1
Lincoln Middle School	5	Female	Hispanic	No	10	7	2	1
Lincoln Middle School	5	Female	Hispanic	Yes	2	1	2	0
Lincoln Middle School	5	Female	Other	No	27	8	3	1
Lincoln Middle School	5	Female	Other	Yes	1	0	0	1
Lincoln Middle School	5	Female	White	No	34	6	6	3
Lincoln Middle School	5	Female	White	Yes	8	1	0	1
Lincoln Middle School	5	Male	Black	No	77	12	5	4
Lincoln Middle School	5	Male	Black	Yes	9	9	5	3
Lincoln Middle School	5	Male	Hispanic	No	17	4	6	0
Lincoln Middle School	5	Male	Hispanic	Yes	6	4	2	2
Lincoln Middle School	5	Male	Other	No	26	4	2	2
Lincoln Middle School	5	Male	Other	Yes	3	0	1	1
Lincoln Middle School	5	Male	White	No	23	9	8	3
Lincoln Middle School	5	Male	White	Yes	5	5	2	5
Lincoln Middle School	6	Female	Black	No	81	13	5	4
Lincoln Middle School	6	Female	Black	Yes	6	3	3	1
Lincoln Middle School	6	Female	Hispanic	No	12	5	3	0
Lincoln Middle School	6	Female	Hispanic	Yes	2	0	1	2
Lincoln Middle School	6	Female	Other	No	32	5	2	0
Lincoln Middle School	6	Female	Other	Yes	0	1	1	0
Lincoln Middle School	6	Female	White	No	30	8	10	2
Lincoln Middle School	6	Female	White	Yes	7	0	3	0
Lincoln Middle School	6	Male	Black	No	71	17	6	4
Lincoln Middle School	6	Male	Black	Yes	13	7	5	3
Lincoln Middle School	6	Male	Hispanic	No	17	4	5	1
Lincoln Middle School	6	Male	Hispanic	Yes	8	4	1	1
Lincoln Middle School	6	Male	Other	No	26	5	3	1
Lincoln Middle School	6	Male	Other	Yes	4	0	0	1
Lincoln Middle School	6	Male	White	No	23	9	6	4
Lincoln Middle School	6	Male	White	Yes	8	2	2	5
Lincoln Middle School	7	Female	Black	No	92	5	5	3
Lincoln Middle School	7	Female	Black	Yes	8	4	0	1
Lincoln Middle School	7	Female	Hispanic	No	18	2	0	0
Lincoln Middle School	7	Female	Hispanic	Yes	1	2	1	1
Lincoln Middle School	7	Female	Other	No	31	2	3	2
Lincoln Middle School	7	Female	Other	Yes	1	0	1	0
Lincoln Middle School	7	Female	White	No	40	1	6	3
Lincoln Middle School	7	Female	White	Yes	8	1	1	0
Lincoln Middle School	7	Male	Black	No	85	12	4	1
Lincoln Middle School	7	Male	Black	Yes	20	2	4	3
Lincoln Middle School	7	Male	Hispanic	No	23	1	0	2
Lincoln Middle School	7	Male	Hispanic	Yes	9	3	2	0
Lincoln Middle School	7	Male	Other	No	29	1	2	2
Lincoln Middle School	7	Male	Other	Yes	4	0	0	1
Lincoln Middle School	7	Male	White	No	33	4	1	2
Lincoln Middle School	7	Male	White	Yes	10	1	1	5
Lincoln Middle School	8	Female	Black	No	92	9	2	1
Lincoln Middle School	8	Female	Black	Yes	12	1	1	0
Lincoln Middle School	8	Female	Hispanic	No	15	3	1	0
Lincoln Middle School	8	Female	Hispanic	Yes	1	1	2	1
Lincoln Middle School	8	Female	Other	No	32	4	1	1
Lincoln Middle School	8	Female	Other	Yes	0	1	0	1
Lincoln Middle School	8	Female	White	No	39	4	5	1
Lincoln Middle School	8	Female	White	Yes	6	3	1	0
Lincoln Middle School	8	Male	Black	No	87	7	2	4
Lincoln Middle School	8	Male	Black	Yes	14	8	3	3
Lincoln Middle School	8	Male	Hispanic	No	16	4	5	1
Lincoln Middle School	8	Male	Hispanic	Yes	8	6	1	0
Lincoln Middle School	8	Male	Other	No	27	3	2	1
Lincoln Middle School	8	Male	Other	Yes	3	1	0	1
Lincoln Middle School	8	Male	White	No	26	8	4	1
Lincoln Middle School	8	Male	White	Yes	7	1	5	4
Lincoln Middle School	9	Female	Black	No	98	1	1	4
Lincoln Middle School	9	Female	Black	Yes	8	1	5	0
Lincoln Middle School	9	Female	Hispanic	No	17	0	1	1
Lincoln Middle School	9	Female	Hispanic	Yes	4	0	0	0
Lincoln Middle School	9	Female	Other	No	34	2	2	0
Lincoln Middle School	9	Female	Other	Yes	1	0	0	1
Lincoln Middle School	9	Female	White	No	40	5	1	3
Lincoln Middle School	9	Female	White	Yes	7	2	0	0
Lincoln Middle School	9	Male	Black	No	98	2	0	1
Lincoln Middle School	9	Male	Black	Yes	20	3	2	3
Lincoln Middle School	9	Male	Hispanic	No	23	1	1	0
Lincoln Middle School	9	Male	Hispanic	Yes	9	3	3	0
Lincoln Middle School	9	Male	Other	No	29	3	0	1
Lincoln Middle School	9	Male	Other	Yes	3	0	0	2
Lincoln Middle School	9	Male	White	No	32	3	3	1
Lincoln Middle School	9	Male	White	Yes	7	2	3	5
Lincoln Middle School	10	Female	Black	No	104	0	0	0
Lincoln Middle School	10	Female	Black	Yes	14	0	0	0
Lincoln Middle School	10	Female	Hispanic	No	19	0	0	0
Lincoln Middle School	10	Female	Hispanic	Yes	4	0	0	0
Lincoln Middle School	10	Female	Other	No	37	0	0	0
Lincoln Middle School	10	Female	Other	Yes	2	0	0	0
Lincoln Middle School	10	Female	White	No	48	0	0	0
Lincoln Middle School	10	Female	White	Yes	9	0	0	0
Lincoln Middle School	10	Male	Black	No	101	0	0	0
Lincoln Middle School	10	Male	Black	Yes	25	0	0	3
Lincoln Middle School	10	Male	Hispanic	No	23	0	0	2
Lincoln Middle School	10	Male	Hispanic	Yes	14	0	0	1
Lincoln Middle School	10	Male	Other	No	33	0	0	0
Lincoln Middle School	10	Male	Other	Yes	4	0	0	1
Lincoln Middle School	10	Male	White	No	39	0	0	0
Lincoln Middle School	10	Male	White	Yes	15	0	0	2
McCarthy at Beard School	1	Female	Black	Yes	2	1	1	3
McCarthy at Beard School	1	Female	White	Yes	0	0	1	3
McCarthy at Beard School	1	Male	Black	Yes	9	7	5	5
McCarthy at Beard School	1	Male	Hispanic	Yes	1	2	3	5
McCarthy at Beard School	1	Male	Other	Yes	1	2	0	1
McCarthy at Beard School	1	Male	White	Yes	8	5	2	4
McCarthy at Beard School	2	Female	Black	Yes	2	1	0	4
McCarthy at Beard School	2	Female	White	Yes	1	0	0	2
McCarthy at Beard School	2	Male	Black	Yes	13	2	7	7
McCarthy at Beard School	2	Male	Hispanic	Yes	0	0	1	11
McCarthy at Beard School	2	Male	Other	Yes	1	1	0	1
McCarthy at Beard School	2	Male	White	Yes	8	2	0	9
McCarthy at Beard School	3	Female	Black	Yes	4	2	1	2
McCarthy at Beard School	3	Female	White	Yes	1	0	1	1
McCarthy at Beard School	3	Male	Black	Yes	10	1	6	12
McCarthy at Beard School	3	Male	Hispanic	Yes	0	1	0	11
McCarthy at Beard School	3	Male	Other	Yes	0	1	1	1
McCarthy at Beard School	3	Male	White	Yes	4	3	1	11
McCarthy at Beard School	4	Female	Black	Yes	1	2	1	6
McCarthy at Beard School	4	Female	White	Yes	0	0	1	2
McCarthy at Beard School	4	Male	Black	Yes	8	5	5	9
McCarthy at Beard School	4	Male	Hispanic	Yes	0	1	1	11
McCarthy at Beard School	4	Male	Other	Yes	0	1	1	1
McCarthy at Beard School	4	Male	White	Yes	5	3	1	10
McCarthy at Beard School	5	Female	Black	Yes	2	0	1	7
McCarthy at Beard School	5	Female	White	Yes	0	0	0	3
McCarthy at Beard School	5	Male	Black	Yes	10	1	3	15
McCarthy at Beard School	5	Male	Hispanic	Yes	1	1	2	10
McCarthy at Beard School	5	Male	Other	Yes	2	0	0	1
McCarthy at Beard School	5	Male	White	Yes	3	3	2	10
McCarthy at Beard School	6	Female	Black	Yes	2	1	1	7
McCarthy at Beard School	6	Female	White	Yes	2	0	0	2
McCarthy at Beard School	6	Male	Black	Yes	7	3	6	10
McCarthy at Beard School	6	Male	Hispanic	No	0	0	0	1
McCarthy at Beard School	6	Male	Hispanic	Yes	2	2	0	10
McCarthy at Beard School	6	Male	Other	Yes	1	1	1	0
McCarthy at Beard School	6	Male	White	Yes	3	2	3	10
McCarthy at Beard School	7	Female	Black	Yes	1	1	2	7
McCarthy at Beard School	7	Female	White	Yes	0	0	1	3
McCarthy at Beard School	7	Male	Black	No	1	0	0	0
McCarthy at Beard School	7	Male	Black	Yes	10	1	4	10
McCarthy at Beard School	7	Male	Hispanic	No	0	0	0	1
McCarthy at Beard School	7	Male	Hispanic	Yes	2	0	2	10
McCarthy at Beard School	7	Male	Other	Yes	1	1	0	1
McCarthy at Beard School	7	Male	White	Yes	6	1	1	10
McCarthy at Beard School	8	Female	Black	Yes	1	0	3	8
McCarthy at Beard School	8	Female	White	Yes	0	1	1	2
McCarthy at Beard School	8	Male	Black	No	1	0	0	1
McCarthy at Beard School	8	Male	Black	Yes	8	3	3	13
McCarthy at Beard School	8	Male	Hispanic	Yes	0	0	3	9
McCarthy at Beard School	8	Male	Other	Yes	1	1	1	0
McCarthy at Beard School	8	Male	White	Yes	3	2	1	12
McCarthy at Beard School	9	Female	Black	Yes	3	1	1	7
McCarthy at Beard School	9	Female	White	Yes	1	0	1	2
McCarthy at Beard School	9	Male	Black	No	1	0	1	0
McCarthy at Beard School	9	Male	Black	Yes	9	3	4	13
McCarthy at Beard School	9	Male	Hispanic	Yes	1	0	2	8
McCarthy at Beard School	9	Male	Other	Yes	1	1	0	1
McCarthy at Beard School	9	Male	White	No	1	0	0	0
McCarthy at Beard School	9	Male	White	Yes	5	1	1	8
McCarthy at Beard School	10	Female	Black	Yes	9	0	0	3
McCarthy at Beard School	10	Female	White	Yes	2	0	0	2
McCarthy at Beard School	10	Male	Black	No	1	0	0	1
McCarthy at Beard School	10	Male	Black	Yes	20	0	0	9
McCarthy at Beard School	10	Male	Hispanic	Yes	6	0	0	5
McCarthy at Beard School	10	Male	Other	Yes	3	0	0	0
McCarthy at Beard School	10	Male	White	No	1	0	0	0
McCarthy at Beard School	10	Male	White	Yes	11	0	0	4
McKinley - Brighton Elementary School	1	Female	Black	No	86	46	36	22
McKinley - Brighton Elementary School	1	Female	Black	Yes	18	9	4	6
McKinley - Brighton Elementary School	1	Female	Hispanic	No	5	3	2	4
McKinley - Brighton Elementary School	1	Female	Hispanic	Yes	1	1	0	0
McKinley - Brighton Elementary School	1	Female	Other	No	6	12	6	3
McKinley - Brighton Elementary School	1	Female	Other	Yes	4	1	2	0
McKinley - Brighton Elementary School	1	Female	White	No	7	2	5	3
McKinley - Brighton Elementary School	1	Female	White	Yes	0	3	0	2
McKinley - Brighton Elementary School	1	Male	Black	No	78	50	32	11
McKinley - Brighton Elementary School	1	Male	Black	Yes	42	21	14	9
McKinley - Brighton Elementary School	1	Male	Hispanic	No	8	0	4	4
McKinley - Brighton Elementary School	1	Male	Hispanic	Yes	3	1	1	2
McKinley - Brighton Elementary School	1	Male	Other	No	12	8	0	2
McKinley - Brighton Elementary School	1	Male	Other	Yes	3	0	0	1
McKinley - Brighton Elementary School	1	Male	White	No	4	3	5	2
McKinley - Brighton Elementary School	1	Male	White	Yes	6	3	3	4
McKinley - Brighton Elementary School	2	Female	Black	No	122	26	18	26
McKinley - Brighton Elementary School	2	Female	Black	Yes	22	6	1	6
McKinley - Brighton Elementary School	2	Female	Hispanic	No	7	5	0	3
McKinley - Brighton Elementary School	2	Female	Hispanic	Yes	1	0	1	1
McKinley - Brighton Elementary School	2	Female	Other	No	11	4	9	4
McKinley - Brighton Elementary School	2	Female	Other	Yes	1	3	2	1
McKinley - Brighton Elementary School	2	Female	White	No	8	3	4	1
McKinley - Brighton Elementary School	2	Female	White	Yes	1	0	3	1
McKinley - Brighton Elementary School	2	Male	Black	No	122	18	14	20
McKinley - Brighton Elementary School	2	Male	Black	Yes	48	13	15	8
McKinley - Brighton Elementary School	2	Male	Hispanic	No	8	0	4	3
McKinley - Brighton Elementary School	2	Male	Hispanic	Yes	3	0	2	3
McKinley - Brighton Elementary School	2	Male	Other	No	11	3	3	4
McKinley - Brighton Elementary School	2	Male	Other	Yes	1	0	0	3
McKinley - Brighton Elementary School	2	Male	White	No	7	1	2	4
McKinley - Brighton Elementary School	2	Male	White	Yes	7	2	3	2
McKinley - Brighton Elementary School	3	Female	Black	No	43	43	64	44
McKinley - Brighton Elementary School	3	Female	Black	Yes	9	7	11	8
McKinley - Brighton Elementary School	3	Female	Hispanic	No	2	2	8	3
McKinley - Brighton Elementary School	3	Female	Hispanic	Yes	0	0	1	2
McKinley - Brighton Elementary School	3	Female	Other	No	2	6	12	7
McKinley - Brighton Elementary School	3	Female	Other	Yes	1	2	3	1
McKinley - Brighton Elementary School	3	Female	White	No	5	1	3	6
McKinley - Brighton Elementary School	3	Female	White	Yes	0	1	2	1
McKinley - Brighton Elementary School	3	Male	Black	No	53	44	48	30
McKinley - Brighton Elementary School	3	Male	Black	Yes	24	21	23	16
McKinley - Brighton Elementary School	3	Male	Hispanic	No	4	2	3	7
McKinley - Brighton Elementary School	3	Male	Hispanic	Yes	1	1	3	4
McKinley - Brighton Elementary School	3	Male	Other	No	3	4	11	3
McKinley - Brighton Elementary School	3	Male	Other	Yes	1	0	3	0
McKinley - Brighton Elementary School	3	Male	White	No	5	2	2	6
McKinley - Brighton Elementary School	3	Male	White	Yes	3	3	5	2
McKinley - Brighton Elementary School	4	Female	Black	No	47	45	56	45
McKinley - Brighton Elementary School	4	Female	Black	Yes	9	8	11	7
McKinley - Brighton Elementary School	4	Female	Hispanic	No	2	2	7	4
McKinley - Brighton Elementary School	4	Female	Hispanic	Yes	0	0	1	2
McKinley - Brighton Elementary School	4	Female	Other	No	4	7	9	7
McKinley - Brighton Elementary School	4	Female	Other	Yes	3	1	0	3
McKinley - Brighton Elementary School	4	Female	White	No	8	2	4	1
McKinley - Brighton Elementary School	4	Female	White	Yes	0	0	3	1
McKinley - Brighton Elementary School	4	Male	Black	No	65	33	40	36
McKinley - Brighton Elementary School	4	Male	Black	Yes	23	15	27	18
McKinley - Brighton Elementary School	4	Male	Hispanic	No	2	3	4	6
McKinley - Brighton Elementary School	4	Male	Hispanic	Yes	2	2	0	4
McKinley - Brighton Elementary School	4	Male	Other	No	3	4	8	6
McKinley - Brighton Elementary School	4	Male	Other	Yes	1	1	2	0
McKinley - Brighton Elementary School	4	Male	White	No	5	1	3	6
McKinley - Brighton Elementary School	4	Male	White	Yes	4	3	4	2
McKinley - Brighton Elementary School	5	Female	Black	No	60	39	47	47
McKinley - Brighton Elementary School	5	Female	Black	Yes	9	9	9	7
McKinley - Brighton Elementary School	5	Female	Hispanic	No	3	2	7	3
McKinley - Brighton Elementary School	5	Female	Hispanic	Yes	0	0	0	3
McKinley - Brighton Elementary School	5	Female	Other	No	8	5	4	10
McKinley - Brighton Elementary School	5	Female	Other	Yes	2	2	2	1
McKinley - Brighton Elementary School	5	Female	White	No	6	2	3	4
McKinley - Brighton Elementary School	5	Female	White	Yes	0	2	1	1
McKinley - Brighton Elementary School	5	Male	Black	No	61	38	53	26
McKinley - Brighton Elementary School	5	Male	Black	Yes	25	18	24	16
McKinley - Brighton Elementary School	5	Male	Hispanic	No	5	3	6	2
McKinley - Brighton Elementary School	5	Male	Hispanic	Yes	2	2	3	1
McKinley - Brighton Elementary School	5	Male	Other	No	5	3	8	5
McKinley - Brighton Elementary School	5	Male	Other	Yes	2	1	3	0
McKinley - Brighton Elementary School	5	Male	White	No	2	1	7	5
McKinley - Brighton Elementary School	5	Male	White	Yes	3	4	5	2
McKinley - Brighton Elementary School	6	Female	Black	No	61	53	39	40
McKinley - Brighton Elementary School	6	Female	Black	Yes	8	5	13	8
McKinley - Brighton Elementary School	6	Female	Hispanic	No	4	2	1	8
McKinley - Brighton Elementary School	6	Female	Hispanic	Yes	0	0	2	1
McKinley - Brighton Elementary School	6	Female	Other	No	4	8	6	8
McKinley - Brighton Elementary School	6	Female	Other	Yes	2	3	1	1
McKinley - Brighton Elementary School	6	Female	White	No	6	4	2	3
McKinley - Brighton Elementary School	6	Female	White	Yes	0	0	2	2
McKinley - Brighton Elementary School	6	Male	Black	No	75	29	51	22
McKinley - Brighton Elementary School	6	Male	Black	Yes	24	20	26	11
McKinley - Brighton Elementary School	6	Male	Hispanic	No	7	2	1	5
McKinley - Brighton Elementary School	6	Male	Hispanic	Yes	5	1	0	2
McKinley - Brighton Elementary School	6	Male	Other	No	7	5	3	5
McKinley - Brighton Elementary School	6	Male	Other	Yes	2	1	0	3
McKinley - Brighton Elementary School	6	Male	White	No	1	7	2	5
McKinley - Brighton Elementary School	6	Male	White	Yes	5	3	2	4
McKinley - Brighton Elementary School	7	Female	Black	No	94	19	38	43
McKinley - Brighton Elementary School	7	Female	Black	Yes	14	4	9	6
McKinley - Brighton Elementary School	7	Female	Hispanic	No	5	2	5	2
McKinley - Brighton Elementary School	7	Female	Hispanic	Yes	0	0	0	2
McKinley - Brighton Elementary School	7	Female	Other	No	10	5	6	4
McKinley - Brighton Elementary School	7	Female	Other	Yes	5	0	0	2
McKinley - Brighton Elementary School	7	Female	White	No	4	4	3	5
McKinley - Brighton Elementary School	7	Female	White	Yes	3	0	1	0
McKinley - Brighton Elementary School	7	Male	Black	No	94	21	35	25
McKinley - Brighton Elementary School	7	Male	Black	Yes	36	13	14	18
McKinley - Brighton Elementary School	7	Male	Hispanic	No	3	2	5	4
McKinley - Brighton Elementary School	7	Male	Hispanic	Yes	3	0	3	2
McKinley - Brighton Elementary School	7	Male	Other	No	10	3	1	4
McKinley - Brighton Elementary School	7	Male	Other	Yes	4	0	1	1
McKinley - Brighton Elementary School	7	Male	White	No	6	2	1	6
McKinley - Brighton Elementary School	7	Male	White	Yes	6	1	6	2
McKinley - Brighton Elementary School	8	Female	Black	No	64	46	53	32
McKinley - Brighton Elementary School	8	Female	Black	Yes	11	5	8	8
McKinley - Brighton Elementary School	8	Female	Hispanic	No	2	4	5	3
McKinley - Brighton Elementary School	8	Female	Hispanic	Yes	0	0	1	1
McKinley - Brighton Elementary School	8	Female	Other	No	2	7	10	6
McKinley - Brighton Elementary School	8	Female	Other	Yes	4	1	1	1
McKinley - Brighton Elementary School	8	Female	White	No	6	7	1	1
McKinley - Brighton Elementary School	8	Female	White	Yes	0	4	0	0
McKinley - Brighton Elementary School	8	Male	Black	No	84	40	29	21
McKinley - Brighton Elementary School	8	Male	Black	Yes	32	21	14	15
McKinley - Brighton Elementary School	8	Male	Hispanic	No	2	5	5	2
McKinley - Brighton Elementary School	8	Male	Hispanic	Yes	4	3	2	1
McKinley - Brighton Elementary School	8	Male	Other	No	4	4	7	3
McKinley - Brighton Elementary School	8	Male	Other	Yes	3	2	0	1
McKinley - Brighton Elementary School	8	Male	White	No	3	3	3	5
McKinley - Brighton Elementary School	8	Male	White	Yes	9	2	3	2
McKinley - Brighton Elementary School	9	Female	Black	No	110	24	35	25
McKinley - Brighton Elementary School	9	Female	Black	Yes	12	10	5	5
McKinley - Brighton Elementary School	9	Female	Hispanic	No	7	2	3	3
McKinley - Brighton Elementary School	9	Female	Hispanic	Yes	0	0	0	2
McKinley - Brighton Elementary School	9	Female	Other	No	10	6	5	4
McKinley - Brighton Elementary School	9	Female	Other	Yes	4	2	1	0
McKinley - Brighton Elementary School	9	Female	White	No	10	2	1	2
McKinley - Brighton Elementary School	9	Female	White	Yes	2	2	0	0
McKinley - Brighton Elementary School	9	Male	Black	No	112	12	24	25
McKinley - Brighton Elementary School	9	Male	Black	Yes	43	8	17	14
McKinley - Brighton Elementary School	9	Male	Hispanic	No	7	2	4	1
McKinley - Brighton Elementary School	9	Male	Hispanic	Yes	5	0	3	2
McKinley - Brighton Elementary School	9	Male	Other	No	8	2	4	4
McKinley - Brighton Elementary School	9	Male	Other	Yes	3	1	0	2
McKinley - Brighton Elementary School	9	Male	White	No	7	0	2	5
McKinley - Brighton Elementary School	9	Male	White	Yes	8	4	4	0
McKinley - Brighton Elementary School	10	Female	Black	No	162	0	0	32
McKinley - Brighton Elementary School	10	Female	Black	Yes	28	0	0	4
McKinley - Brighton Elementary School	10	Female	Hispanic	No	13	0	0	2
McKinley - Brighton Elementary School	10	Female	Hispanic	Yes	0	0	0	2
McKinley - Brighton Elementary School	10	Female	Other	No	24	0	0	1
McKinley - Brighton Elementary School	10	Female	Other	Yes	7	0	0	0
McKinley - Brighton Elementary School	10	Female	White	No	14	0	0	1
McKinley - Brighton Elementary School	10	Female	White	Yes	3	0	0	1
McKinley - Brighton Elementary School	10	Male	Black	No	151	0	0	22
McKinley - Brighton Elementary School	10	Male	Black	Yes	72	0	0	10
McKinley - Brighton Elementary School	10	Male	Hispanic	No	13	0	0	1
McKinley - Brighton Elementary School	10	Male	Hispanic	Yes	9	0	0	1
McKinley - Brighton Elementary School	10	Male	Other	No	17	0	0	1
McKinley - Brighton Elementary School	10	Male	Other	Yes	6	0	0	0
McKinley - Brighton Elementary School	10	Male	White	No	12	0	0	2
McKinley - Brighton Elementary School	10	Male	White	Yes	14	0	0	2
Meachem Elementary School	1	Female	Black	No	66	29	8	4
Meachem Elementary School	1	Female	Black	Yes	9	5	0	1
Meachem Elementary School	1	Female	Hispanic	No	8	3	3	1
Meachem Elementary School	1	Female	Hispanic	Yes	1	0	1	1
Meachem Elementary School	1	Female	Other	No	15	8	7	3
Meachem Elementary School	1	Female	Other	Yes	2	2	2	1
Meachem Elementary School	1	Female	White	No	28	8	5	4
Meachem Elementary School	1	Female	White	Yes	5	1	1	2
Meachem Elementary School	1	Male	Black	No	63	25	15	8
Meachem Elementary School	1	Male	Black	Yes	26	7	11	3
Meachem Elementary School	1	Male	Hispanic	No	3	2	3	0
Meachem Elementary School	1	Male	Hispanic	Yes	3	0	1	3
Meachem Elementary School	1	Male	Other	No	13	3	5	2
Meachem Elementary School	1	Male	Other	Yes	2	0	1	2
Meachem Elementary School	1	Male	White	No	21	6	7	4
Meachem Elementary School	1	Male	White	Yes	7	4	3	1
Meachem Elementary School	2	Female	Black	No	87	5	13	1
Meachem Elementary School	2	Female	Black	Yes	15	0	0	0
Meachem Elementary School	2	Female	Hispanic	No	9	1	2	3
Meachem Elementary School	2	Female	Hispanic	Yes	2	0	0	1
Meachem Elementary School	2	Female	Other	No	22	6	2	2
Meachem Elementary School	2	Female	Other	Yes	3	2	2	0
Meachem Elementary School	2	Female	White	No	28	11	2	3
Meachem Elementary School	2	Female	White	Yes	6	0	2	0
Meachem Elementary School	2	Male	Black	No	89	11	9	3
Meachem Elementary School	2	Male	Black	Yes	29	7	8	4
Meachem Elementary School	2	Male	Hispanic	No	6	2	0	0
Meachem Elementary School	2	Male	Hispanic	Yes	3	0	0	2
Meachem Elementary School	2	Male	Other	No	17	1	2	2
Meachem Elementary School	2	Male	Other	Yes	1	3	2	1
Meachem Elementary School	2	Male	White	No	25	5	3	3
Meachem Elementary School	2	Male	White	Yes	10	3	1	0
Meachem Elementary School	3	Female	Black	No	42	25	29	9
Meachem Elementary School	3	Female	Black	Yes	5	4	4	2
Meachem Elementary School	3	Female	Hispanic	No	1	5	4	4
Meachem Elementary School	3	Female	Hispanic	Yes	0	0	2	1
Meachem Elementary School	3	Female	Other	No	11	9	10	2
Meachem Elementary School	3	Female	Other	Yes	2	1	2	3
Meachem Elementary School	3	Female	White	No	14	14	13	2
Meachem Elementary School	3	Female	White	Yes	3	4	1	0
Meachem Elementary School	3	Male	Black	No	43	26	36	7
Meachem Elementary School	3	Male	Black	Yes	14	11	17	6
Meachem Elementary School	3	Male	Hispanic	No	4	1	2	1
Meachem Elementary School	3	Male	Hispanic	Yes	0	2	3	0
Meachem Elementary School	3	Male	Other	No	9	3	6	4
Meachem Elementary School	3	Male	Other	Yes	0	2	3	2
Meachem Elementary School	3	Male	White	No	14	6	13	2
Meachem Elementary School	3	Male	White	Yes	4	4	3	3
Meachem Elementary School	4	Female	Black	No	41	29	28	6
Meachem Elementary School	4	Female	Black	Yes	5	3	3	3
Meachem Elementary School	4	Female	Hispanic	No	1	2	8	3
Meachem Elementary School	4	Female	Hispanic	Yes	1	1	0	1
Meachem Elementary School	4	Female	Other	No	7	11	9	4
Meachem Elementary School	4	Female	Other	Yes	0	2	3	3
Meachem Elementary School	4	Female	White	No	19	7	11	7
Meachem Elementary School	4	Female	White	Yes	3	1	2	2
Meachem Elementary School	4	Male	Black	No	41	31	32	8
Meachem Elementary School	4	Male	Black	Yes	9	10	23	6
Meachem Elementary School	4	Male	Hispanic	No	1	2	5	0
Meachem Elementary School	4	Male	Hispanic	Yes	0	1	3	1
Meachem Elementary School	4	Male	Other	No	10	6	3	4
Meachem Elementary School	4	Male	Other	Yes	2	2	2	1
Meachem Elementary School	4	Male	White	No	10	9	11	4
Meachem Elementary School	4	Male	White	Yes	6	4	1	4
Meachem Elementary School	5	Female	Black	No	43	28	26	7
Meachem Elementary School	5	Female	Black	Yes	6	5	1	2
Meachem Elementary School	5	Female	Hispanic	No	6	4	4	0
Meachem Elementary School	5	Female	Hispanic	Yes	1	1	0	1
Meachem Elementary School	5	Female	Other	No	18	5	7	1
